City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
411,naze,28.3667,129.4833,18.51,50,6,5.06,JP,1677988749
412,kondinskoye,59.6481,67.41,-9.04,95,100,3.51,RU,1677988750
413,ballitoville,-29.539,31.2144,23.47,83,20,2.57,ZA,1677988751
414,lazaro cardenas,17.9583,-102.2,22.6,81,70,1.76,MX,1677988753
415,cabedelo,-6.9811,-34.8339,26.37,78,66,4.38,BR,1677988754
416,fukue,32.6881,128.8419,15.2,47,40,6.69,JP,1677988756
417,mascote,-15.5631,-39.3025,21.15,98,16,0.92,BR,1677988757
418,sayyan,15.1718,44.3244,11.62,44,2,2.54,YE,1677988758
419,hofn,64.2539,-15.2082,4.43,74,100,3.99,IS,1677988760
420,gorontalo,0.5412,123.0595,31.62,59,97,2.45,ID,1677988761
421,sabancuy,18.9667,-91.1833,24.85,88,43,4.89,MX,1677988763
422,lerwick,60.1545,-1.1494,1.0,64,96,6.13,GB,1677988764
423,young,-32.6833,-57.6333,23.67,57,0,2.31,UY,1677988766
424,harper,4.375,-7.7169,26.18,86,62,1.28,LR,1677988767
425,lorengau,-2.0226,147.2712,29.04,67,91,4.52,PG,1677988768
426,cidreira,-30.1811,-50.2056,21.85,95,100,3.53,BR,1677988770
427,oussouye,12.485,-16.5469,20.1,75,67,3.24,SN,1677988772
428,thinadhoo,0.5333,72.9333,27.25,73,6,0.74,MV,1677988774
429,portland,45.5234,-122.6762,5.34,85,92,4.92,US,1677988234
430,cedar city,37.6775,-113.0619,3.54,56,40,8.75,US,1677988776
431,omboue,-1.5746,9.2618,25.67,88,99,2.18,GA,1677988778
432,guerrero negro,27.9769,-114.0611,13.86,76,74,6.41,MX,1677988779
433,markala,13.7021,-6.0659,25.81,15,1,4.01,ML,1677988780
434,hami,42.8,93.45,10.43,24,100,1.58,CN,1677988783
435,vostok,46.4856,135.8833,1.03,83,2,2.99,RU,1677988784
436,bangassou,4.7413,22.8184,21.23,43,100,0.52,CF,1677988786
437,mao,39.8885,4.2658,6.31,93,0,2.06,ES,1677988788
438,pacifica,37.6138,-122.4869,9.39,79,40,4.47,US,1677988501
439,aklavik,68.2191,-135.0107,-30.36,98,16,3.08,CA,1677988791
440,komsomolskiy,40.4272,71.7189,10.4,62,43,2.06,UZ,1677988792
441,borinskoye,52.4569,39.3713,-2.02,92,100,7.6,RU,1677988794
442,bafia,4.75,11.2333,21.38,98,98,0.75,CM,1677988795
443,lusambo,-4.9667,23.45,20.81,98,99,0.53,CD,1677988796
444,bundaberg,-24.85,152.35,30.12,55,29,2.24,AU,1677988798
445,ciudad bolivar,8.1222,-63.5497,25.37,66,59,5.47,VE,1677988799
446,griffith,41.5284,-87.4237,4.18,88,0,2.57,US,1677988801
447,labuan,5.2767,115.2417,28.2,78,20,3.09,MY,1677988802
448,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.67,38,0,6.0,RU,1677988804
449,ormara,25.2088,64.6357,25.15,49,0,1.41,PK,1677988806
450,stornoway,58.2093,-6.3865,3.85,80,100,3.38,GB,1677988807
451,gat,31.61,34.7642,15.05,34,5,2.85,IL,1677988564
452,mwanza,-2.5167,32.9,19.95,87,92,3.12,TZ,1677988810
453,kilindoni,-7.9139,39.6668,27.29,72,96,6.82,TZ,1677988812
454,lulea,65.5842,22.1547,-5.96,100,100,4.63,SE,1677988813
455,hambantota,6.1241,81.1185,25.19,88,75,5.66,LK,1677988815
456,abrau-dyurso,44.69,37.59,7.7,93,100,8.45,RU,1677988817
457,nassjo,57.6531,14.6968,-6.49,58,13,4.38,SE,1677988818
458,dera bugti,29.0307,69.151,23.38,34,0,0.74,PK,1677988820
459,shubarkuduk,49.1447,56.4872,-4.59,99,81,3.42,KZ,1677988821
460,limbang,4.75,115.0,29.06,95,100,0.61,MY,1677988724
461,rzhaksa,52.1338,42.0264,-2.6,92,99,5.95,RU,1677988824
462,palmer,42.1584,-72.3287,0.75,86,100,2.06,US,1677988825
463,aripuana,-9.1667,-60.6333,22.45,98,58,0.34,BR,1677988828
464,kalemie,-5.9475,29.1947,20.78,91,97,0.23,CD,1677988830
465,odienne,9.51,-7.5692,25.35,66,21,1.7,CI,1677988831
466,powell river,49.8496,-124.5361,3.89,100,100,2.06,CA,1677988832
467,jackson,42.4165,-122.8345,1.67,93,92,1.14,US,1677988834
468,taman,45.2117,36.7161,7.24,89,63,8.43,RU,1677988835
469,nizhniy kuranakh,58.8353,125.4869,-6.55,77,100,4.71,RU,1677988837
470,nyurba,63.2842,118.3319,-10.85,88,100,5.0,RU,1677988839
471,kroya,-7.6331,109.2461,29.26,66,97,2.33,ID,1677988842
472,okhtyrka,50.3104,34.8988,-1.8,65,75,7.46,UA,1677988843
473,makinsk,52.6292,70.4169,-8.34,87,100,4.47,KZ,1677988845
474,fort nelson,58.8053,-122.7002,-18.23,68,20,2.57,CA,1677988836
475,thunder bay,48.4001,-89.3168,0.99,69,100,1.54,CA,1677988739
476,boa vista,2.8197,-60.6733,25.99,69,0,4.12,BR,1677988400
477,lata,40.1629,-8.3327,12.67,65,100,1.79,PT,1677988849
478,barra patuca,15.8,-84.2833,24.89,82,29,4.63,HN,1677988851
479,henstedt-ulzburg,53.7833,10.0,2.3,91,75,4.63,DE,1677988852
480,poum,-20.2333,164.0167,26.84,77,35,4.57,NC,1677988854
481,urumqi,43.801,87.6005,1.53,60,15,1.0,CN,1677988855
482,plettenberg bay,-34.0527,23.3716,18.91,96,100,0.7,ZA,1677988857
483,bathsheba,13.2167,-59.5167,26.34,73,40,7.72,BB,1677988858
484,vanimo,-2.6741,141.3028,27.81,80,100,5.02,PG,1677988860
485,san carlos de bariloche,-41.1456,-71.3082,14.86,44,20,5.66,AR,1677988844
486,ketchikan,55.3422,-131.6461,3.99,86,57,3.28,US,1677988862
487,turinskaya sloboda,57.6232,64.3858,-3.28,95,100,3.34,RU,1677988864
488,cayenne,4.9333,-52.3333,25.02,88,75,2.06,GF,1677988808
489,nathdwara,24.9333,73.8167,20.55,30,28,1.86,IN,1677988866
490,ballina,-28.8667,153.5667,28.77,73,24,3.35,AU,1677988868
491,teloloapan,18.35,-99.85,19.06,41,40,1.35,MX,1677988869
492,rock sound,24.9,-76.2,25.53,70,54,1.58,BS,1677988870
493,tole,44.7167,33.8167,7.2,91,66,3.73,UA,1677988872
494,adwa,14.1646,38.8955,16.1,68,3,2.72,ET,1677988873
495,arlit,18.7369,7.3853,25.01,10,70,3.63,NE,1677988875
496,olafsvik,64.8945,-23.7142,4.68,84,50,1.94,IS,1677988876
497,la seyne-sur-mer,43.0982,5.8847,7.71,70,0,0.89,FR,1677988877
498,bani walid,31.7566,13.9942,10.95,34,81,3.54,LY,1677988879
499,salta,-24.7859,-65.4117,20.33,89,40,2.57,AR,1677988880
500,sinop,41.7711,34.8709,6.4,83,89,1.66,TR,1677988335
501,pozo colorado,-23.4923,-58.7972,24.92,76,8,1.43,PY,1677988883
502,aykhal,66.0,111.5,-16.3,88,100,5.0,RU,1677988884
503,sokur,55.2093,83.319,-6.8,92,100,5.2,RU,1677988885
504,leningradskiy,69.3833,178.4167,-26.34,95,100,2.27,RU,1677988887
505,goderich,43.7501,-81.7165,2.18,75,100,3.09,CA,1677988730
506,ulladulla,-35.35,150.4667,25.53,64,43,8.05,AU,1677988889
507,moville,42.4889,-96.0725,-0.78,74,62,0.92,US,1677988892
508,dolores,-36.3132,-57.6792,15.88,96,1,3.3,AR,1677988802
509,betanzos,43.2804,-8.2147,7.36,83,0,2.57,ES,1677988895
510,aquiraz,-3.9014,-38.3911,28.43,86,28,3.42,BR,1677988896
511,quatre cocos,-20.2078,57.7625,24.49,88,100,4.0,MU,1677988898
512,alta floresta,-9.8756,-56.0861,22.19,95,30,0.59,BR,1677988854
513,padang,-0.9492,100.3543,29.03,62,38,1.56,ID,1677988901
514,cape coast,5.1053,-1.2466,26.21,84,100,2.85,GH,1677988903
515,mahibadhoo,3.7833,72.9667,27.68,74,77,4.91,MV,1677988904
516,porto novo,6.4965,2.6036,26.51,85,94,2.18,BJ,1677988906
517,hamilton,39.1834,-84.5333,8.76,68,29,2.15,US,1677988784
518,ixtapa,20.7,-105.2,17.35,85,100,0.81,MX,1677988811
519,nantucket,41.2835,-70.0995,3.03,86,100,7.72,US,1677988909
520,seydi,39.4816,62.9137,16.73,30,100,4.31,TM,1677988911
521,seoul,37.5683,126.9778,13.66,38,20,1.03,KR,1677988817
522,dunedin,-45.8742,170.5036,12.94,61,80,2.96,NZ,1677988822
523,samarai,-10.6167,150.6667,26.63,77,100,4.66,PG,1677988916
524,miles city,46.4083,-105.8406,-1.48,68,77,3.84,US,1677988917
525,cordoba,-31.4135,-64.1811,27.09,72,0,3.09,AR,1677988827
526,safford,32.834,-109.7076,12.08,39,0,4.12,US,1677988921
527,kupang,-10.1667,123.5833,27.32,94,40,2.06,ID,1677988870
528,havre-saint-pierre,50.2334,-63.5986,-6.0,52,0,5.66,CA,1677988923
529,mitchell,43.7094,-98.0298,-4.11,90,83,2.74,US,1677988926
530,am timan,11.0297,20.2827,25.67,12,100,3.11,TD,1677988927
531,turbat,26.0023,63.044,25.86,35,0,0.64,PK,1677988850
532,mango,27.9797,-82.3065,24.92,82,75,1.54,US,1677988749
533,kanevskaya,46.0849,38.9596,6.97,88,100,7.36,RU,1677988931
534,zhigansk,66.7697,123.3711,-16.13,90,100,4.45,RU,1677988933
535,ron,15.6667,75.7333,28.64,22,0,5.73,IN,1677988934
536,sao joao da barra,-21.6403,-41.0511,24.07,88,91,5.92,BR,1677988936
537,sobolevo,54.4299,31.8996,-3.3,95,100,5.1,RU,1677988937
538,saint-joseph,-21.3667,55.6167,26.37,84,100,2.42,RE,1677988939
539,bilma,18.6853,12.9164,25.6,13,62,3.38,NE,1677988940
540,saint anthony,45.0205,-93.218,-2.22,86,17,0.89,US,1677988836
541,sovetskiy,61.3614,63.5842,-9.01,97,100,1.51,RU,1677988943
542,ipixuna,-1.7625,-48.8043,22.58,97,98,0.8,BR,1677988944
543,vila velha,-20.3297,-40.2925,24.97,90,20,2.06,BR,1677988694
544,mayo,38.8876,-76.5119,8.41,64,0,4.63,US,1677988947
545,calvia,39.5657,2.5062,5.04,90,0,2.35,ES,1677988950
546,kerema,-7.9631,145.7785,29.99,62,100,3.24,PG,1677988952
547,ust-ishim,57.6935,71.1665,-4.83,95,100,3.51,RU,1677988954
548,saint-pierre,-21.3393,55.4781,26.98,83,0,2.06,RE,1677988955
549,samarkand,39.6542,66.9597,17.68,27,99,5.14,UZ,1677988957
550,punta gorda,26.9298,-82.0454,24.43,87,0,1.79,US,1677988709
